RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents,debt_to_income,total_late_payments,credit_utilization_risk,actual_default,default_probability,credit_score
0.9999999,22,0,97.0,5400.0,0,0,0,0,0.0,523800.0,0,2,0,0.37749332,501
0.164783033,49,0,0.275128393,6814.0,3,0,1,0,0.0,1874.7248699020001,0,0,0,0.059282303,566
0.954091816,32,0,0.100935182,3100.0,2,0,0,0,0.0,312.8990642,0,2,0,0.48998994,488
0.216646034,54,0,0.261828645,9383.0,8,0,4,0,2.0,2456.7381760350004,0,0,0,0.026945353,590
0.021433368,51,0,0.364898639,3600.0,10,0,1,0,2.0,1313.6351004,0,0,0,0.028961359,588
0.273901135,48,0,0.688388407,5416.0,14,0,2,1,2.0,3728.3116123120003,1,0,0,0.17929864,531
0.051571313,56,1,0.398100317,6000.0,15,0,2,0,2.0,2388.601902,1,0,0,0.047379065,573
0.336319994,55,0,584.0,5400.0,6,0,0,0,0.0,3153600.0,0,1,0,0.10613941,548
0.677570992,47,0,0.672665917,8000.0,9,0,2,0,0.0,5381.327336,0,1,0,0.15193038,536
0.15157531,60,0,0.375842761,8750.0,6,0,1,0,0.0,3288.6241587500003,0,0,0,0.06690172,563
0.220059995,53,0,0.307173207,4000.0,5,0,1,0,0.0,1228.692828,0,0,0,0.08128185,557
0.018265099,55,0,0.012643379,7671.0,6,0,1,0,0.0,96.987360309,0,0,0,0.012817635,612
0.913621262,24,0,0.424318395,3190.0,3,0,1,0,1.0,1353.57568005,0,2,0,0.1469213,537
0.682966983,47,0,0.397032737,6200.0,3,0,1,0,3.0,2461.6029694000003,0,1,0,0.032789823,584
0.9999999,70,0,0.79181338,2271.0,2,0,1,0,0.0,1798.20818598,0,2,0,0.046643596,574
0.016854046,70,0,0.213247624,10733.0,9,0,2,0,1.0,2288.786748392,0,0,0,0.00816094,625
0.142285771,41,0,0.393537034,6250.0,4,0,2,0,0.0,2459.6064625,0,0,0,0.04974399,572
0.210434552,50,0,0.522213887,11996.0,21,0,4,0,1.0,6264.477788452001,0,0,0,0.18613936,529
0.179763227,51,1,0.325722274,2145.0,9,0,0,0,1.0,698.67427773,1,0,0,0.2375467,520
0.883375202,59,2,0.98967894,23000.0,25,0,9,1,0.0,22762.61562,3,2,1,0.09198048,553
0.009401118,76,0,0.009973149,2606.0,7,0,0,0,0.0,25.990026294000003,0,0,0,0.06529581,563
0.894386001,32,1,0.655923605,3350.0,8,0,1,0,1.0,2197.34407675,1,2,0,0.26709136,516
0.473011378,57,0,0.640194258,7000.0,15,0,2,0,0.0,4481.3598059999995,0,1,0,0.086079426,555
0.494248414,39,0,0.614802355,7133.0,11,0,1,0,3.0,4385.385198215,0,1,0,0.097849496,551
0.141638412,53,0,1.425858047,3000.0,9,0,2,0,0.0,4277.574141,0,0,0,0.28549066,513
0.314901593,28,0,0.00579884,5000.0,3,0,0,0,2.0,28.994200000000003,0,1,0,0.03392034,583
0.125821625,43,0,0.384184215,6600.0,13,0,1,0,1.0,2535.615819,0,0,0,0.10063746,550
0.299417878,56,0,0.65971575,8583.0,11,0,2,0,0.0,5662.34028225,0,0,0,0.29045907,512
0.0,42,0,0.04521346,11500.0,3,0,1,0,1.0,519.95479,0,0,0,0.00957213,620
0.09745397,48,0,0.40447322,8494.0,8,0,1,0,2.0,3435.59553068,0,0,0,0.045051705,575
0.9999999,34,0,0.566208083,2325.0,8,0,1,0,0.0,1316.433792975,0,2,0,0.119908296,544
0.034778791,77,0,0.457943925,2032.0,10,0,1,0,0.0,930.5420555999999,0,0,0,0.038037866,580
0.060307839,60,0,0.447476386,10480.0,18,0,2,0,2.0,4689.55252528,0,0,0,0.040780634,578
0.342729264,52,3,0.366497296,6100.0,7,1,2,0,1.0,2235.6335056,4,1,1,0.12874152,542
0.063917443,87,0,47.0,5400.0,3,0,0,0,0.0,253800.0,0,0,0,0.0030987305,653
0.789977429,87,0,0.706337687,6200.0,9,0,2,1,1.0,4379.2936594,1,2,0,0.29312724,512
0.181882153,42,1,0.403617325,2100.0,8,1,1,1,1.0,847.5963825,3,0,0,0.28253287,514
0.651976374,32,0,0.018574514,2314.0,3,0,0,0,0.0,42.981425396,0,1,0,0.13194507,541
0.102189781,33,0,0.051990547,5500.0,3,0,0,0,0.0,285.9480085,0,0,0,0.032527667,585
0.17911902,37,0,0.046974522,7535.0,4,0,0,0,4.0,353.95302326999996,0,0,0,0.01978667,599
0.157017204,65,0,0.323371805,9703.0,13,0,3,0,2.0,3137.676623915,0,0,0,0.024451407,593
0.005584484,42,0,407.0,5400.0,4,0,0,0,0.0,2197800.0,0,0,0,0.03942063,579
0.9999999,63,1,0.005706134,1401.0,0,0,0,1,1.0,7.994293734,2,2,0,0.41435564,497
0.004824123,83,0,0.00263455,2656.0,5,0,0,0,0.0,6.9973648,0,0,0,0.030215679,587
0.016305095,69,2,0.376082251,3695.0,19,0,3,0,0.0,1389.623917445,2,0,0,0.08829073,554
0.059756298,66,0,0.250163624,13750.0,16,0,2,0,0.0,3439.7498299999997,0,0,1,0.027500248,590
0.0,66,1,0.0,5400.0,5,0,0,0,0.0,0.0,1,0,0,0.012664378,612
0.0,36,0,0.052934949,8500.0,6,0,0,0,0.0,449.9470665,0,0,0,0.01717485,603
0.045266987,69,0,0.053163609,2670.0,14,0,0,0,0.0,141.94683603000001,0,0,0,0.050904732,571
0.934036939,48,1,0.49610078,3333.0,12,0,1,0,0.0,1653.50389974,1,2,1,0.41109222,497
0.660111565,51,0,0.572778828,4231.0,8,0,1,0,0.0,2423.4272212680003,0,1,0,0.19409844,528
0.020437995,75,0,0.00449955,10000.0,6,0,0,0,0.0,44.9955,0,0,0,0.011864698,614
0.018726182,67,0,0.215212982,14789.0,15,0,2,0,1.0,3182.784790798,0,0,0,0.09918951,550
0.605634446,59,3,0.399514355,7000.0,11,0,2,1,0.0,2796.600485,4,1,0,0.15571703,535
0.408549811,38,0,0.075755385,20750.0,15,0,0,0,0.0,1571.9242387499999,0,1,0,0.056408063,568
0.274306088,66,0,0.267104267,3960.0,11,0,0,0,0.0,1057.7328973200001,0,0,0,0.18760489,529
0.855456276,47,0,0.118270882,9900.0,7,0,0,0,0.0,1170.8817318,0,2,0,0.44202718,493
0.86029771,58,0,2270.0,5400.0,5,0,1,0,0.0,12258000.0,0,2,0,0.12054535,544
0.9999999,40,0,0.193659912,18800.0,6,0,2,0,0.0,3640.8063456,0,2,0,0.03930985,579
0.9999999,44,0,32.0,5400.0,2,0,0,0,0.0,172800.0,0,2,0,0.34889758,505
0.891375513,39,0,0.813237353,5000.0,6,0,2,0,1.0,4066.186765,0,2,1,0.32742208,507
0.013557599,55,0,0.232389032,6600.0,14,0,2,0,0.0,1533.7676112,0,0,0,0.012664974,612
0.009889727,65,0,0.001170703,13666.0,7,0,0,0,1.0,15.998827197999999,0,0,0,0.023192365,595
0.256644736,58,0,0.556070704,3450.0,12,0,1,0,0.0,1918.4439288,0,0,0,0.16035433,534
0.941577528,63,0,0.441684211,4749.0,11,0,0,0,1.0,2097.558318039,0,2,0,0.12506528,543
0.47069884,32,0,0.658780407,3000.0,16,0,1,0,0.0,1976.341221,0,1,0,0.17646113,531
0.479800083,35,0,0.411228407,2083.0,5,0,0,0,0.0,856.588771781,0,1,0,0.13891658,539
0.033333004,50,0,0.261777349,11398.0,9,0,2,0,3.0,2983.738223902,0,0,0,0.010077425,619
0.613277345,40,0,0.380170508,3166.0,4,0,0,0,3.0,1203.619828328,0,1,0,0.061020087,565
0.015538063,55,0,0.156947684,3000.0,5,0,0,0,0.0,470.843052,0,0,1,0.034937397,582
0.091965052,54,0,0.270208356,9166.0,7,0,1,0,0.0,2476.7297910959996,0,0,0,0.069040135,562
0.100706635,47,0,67.0,5400.0,3,0,0,0,0.0,361800.0,0,0,0,0.06287507,565
0.722633956,48,0,0.321580421,9642.0,11,0,0,0,0.0,3100.678419282,0,2,0,0.2001417,527
0.266955507,24,0,48.0,0.0,2,0,0,0,0.0,0.0,0,0,0,0.057159796,568
0.535448968,62,0,0.613343588,5200.0,11,0,1,2,1.0,3189.3866576,2,1,0,0.20708203,525
0.9999999,57,0,0.0,5400.0,1,1,0,0,0.0,0.0,1,2,1,0.61912894,473
0.0,66,0,0.224663622,8100.0,7,0,1,0,0.0,1819.7753382,0,0,0,0.006164448,633
0.9999999,53,0,0.194761439,9200.0,8,0,0,0,1.0,1791.8052388,0,2,0,0.08788171,554
0.745162963,63,0,0.30495922,23000.0,13,0,3,0,1.0,7014.062059999999,0,2,0,0.05096131,571
0.9999999,31,0,0.860099929,1400.0,4,0,1,0,0.0,1204.1399006,0,2,0,0.10813008,548
0.048779313,65,0,0.505492648,11833.0,14,0,5,0,1.0,5981.494503784001,0,0,0,0.13568965,540
0.382032525,74,2,1.268650947,2586.0,16,2,2,0,1.0,3280.7313489420003,4,1,1,0.5178066,485
0.055975442,68,0,0.424960644,11433.0,12,0,2,0,1.0,4858.575042852,0,0,0,0.043736808,576
0.116165055,44,0,0.160236293,10833.0,8,0,1,0,0.0,1735.839762069,0,0,0,0.017096836,604
0.157284272,46,0,0.550289942,5000.0,8,0,3,0,1.0,2751.4497100000003,0,0,0,0.1742895,532
0.001156773,40,0,0.037994572,7000.0,4,0,0,0,2.0,265.962004,0,0,0,0.014652229,608
0.228219792,30,0,0.352861649,2218.0,8,0,0,0,0.0,782.647137482,0,0,0,0.23833477,520
0.9999999,24,0,0.355289421,500.0,1,0,0,0,0.0,177.6447105,0,2,0,0.12959029,542
0.892981336,33,4,0.200578244,8300.0,7,2,0,1,0.0,1664.7994251999999,7,2,1,0.56045806,480
0.284943011,26,0,268.0,5400.0,6,0,0,0,0.0,1447200.0,0,0,0,0.09838283,551
0.067979059,62,0,0.061176969,4723.0,8,0,0,0,0.0,288.938824587,0,0,0,0.03582836,582
0.585508213,83,0,2353.0,5400.0,10,0,1,0,0.0,12706200.0,0,1,0,0.032775022,584
0.033094253,65,0,809.0,5400.0,17,0,1,0,0.0,4368600.0,0,0,0,0.009731508,620
0.896475991,46,0,0.574907273,6200.0,13,0,2,0,0.0,3564.4250926,0,2,0,0.31551173,509
0.430145994,51,0,0.407851842,14416.0,19,0,5,0,0.0,5879.592154272001,0,1,0,0.10430845,549
0.055562802,41,0,0.259674033,10000.0,8,0,2,0,2.0,2596.74033,0,0,0,0.010665438,617
0.095865709,43,0,87.0,5400.0,4,0,0,0,0.0,469800.0,0,0,0,0.070900686,561
0.072855284,70,0,0.013694216,6206.0,4,0,0,0,0.0,84.986304496,0,0,0,0.022946956,595
0.23693539,62,0,0.55646444,4400.0,12,0,1,0,0.0,2448.4435359999998,0,0,0,0.10663003,548
0.424525158,68,0,0.310567605,4333.0,3,0,1,0,0.0,1345.6894324650002,0,1,0,0.023841271,594
0.62808179,60,0,0.077490314,8000.0,5,0,0,0,0.0,619.922512,0,1,0,0.06377291,564
0.0,31,0,0.790604698,2000.0,9,0,1,0,0.0,1581.209396,0,0,0,0.045091666,575
0.155549142,56,0,0.302100418,18900.0,12,0,5,0,0.0,5709.6979002,0,0,0,0.14736609,537
0.015694879,61,0,0.00443787,6083.0,6,0,0,0,0.0,26.99556321,0,0,0,0.025677107,592
0.180279276,30,0,0.676628682,4650.0,5,0,1,0,0.0,3146.3233713,0,0,0,0.104651354,549
0.326949085,55,0,0.389145047,18000.0,13,0,3,0,0.0,7004.6108460000005,0,1,0,0.03818753,580
0.998023332,49,1,0.52956743,9824.0,9,1,4,1,0.0,5202.470432319999,3,2,1,0.8310183,441
0.513926582,53,0,0.582961641,6725.0,4,0,2,0,2.0,3920.417035725,0,1,0,0.055927448,568
0.490782983,65,1,0.23620411,4330.0,8,0,0,0,0.0,1022.7637963,1,1,0,0.2732567,515
0.012440811,73,0,1448.0,5400.0,7,0,1,0,0.0,7819200.0,0,0,0,0.0042136307,644
0.109875938,59,0,0.641262082,9000.0,17,0,2,0,0.0,5771.358738,0,0,0,0.099000804,550
0.9999999,39,0,0.149966674,4500.0,2,0,0,1,3.0,674.8500329999999,1,2,1,0.47790003,489
0.984890035,62,0,0.73993672,11377.0,17,0,4,0,0.0,8418.26006344,0,2,0,0.24140786,520
0.991192573,56,1,0.179364127,5000.0,7,2,0,0,1.0,896.820635,3,2,0,0.75231797,455
0.004856182,85,0,5.0,5400.0,9,0,0,0,0.0,27000.0,0,0,0,0.010238024,619
0.030031416,65,0,0.182821802,17300.0,24,0,3,0,0.0,3162.8171746000003,0,0,0,0.014509347,608
0.058976214,58,0,0.133130329,8209.0,10,0,2,0,0.0,1092.866870761,0,0,0,0.015438187,607
0.455845248,35,0,0.239617512,10666.0,8,0,2,0,2.0,2555.760382992,0,1,0,0.02362134,594
0.04283233,58,0,0.076276997,5833.0,7,0,0,0,0.0,444.923723501,0,0,0,0.025618033,592
0.9999999,51,1,106.0,5400.0,0,0,0,0,0.0,572400.0,1,2,0,0.59355414,476
0.005625838,85,0,206.0,5400.0,13,0,0,0,0.0,1112400.0,0,0,0,0.0028698714,655
0.006993007,23,0,0.0,0.0,2,0,0,0,0.0,0.0,0,0,0,0.009153624,622
0.526201662,54,4,0.343546258,23000.0,9,0,3,0,1.0,7901.563934,4,1,0,0.14649272,537
0.550362409,62,0,0.734106357,2500.0,6,0,1,0,0.0,1835.2658925,0,1,0,0.084615275,555
0.0,35,0,0.158306949,6000.0,11,0,0,0,3.0,949.841694,0,0,0,0.007290033,628
0.0,62,0,0.0,5400.0,11,0,0,0,0.0,0.0,0,0,0,0.01560867,606
1.0,38,1,0.036304962,2478.0,3,1,0,0,4.0,89.96369583600001,2,2,1,0.5438697,482
0.943810862,45,0,0.702574356,4000.0,9,0,2,0,0.0,2810.297424,0,2,0,0.40625867,498
0.0,47,0,0.447295551,5416.0,12,0,1,0,5.0,2422.552704216,0,0,0,0.010078068,619
0.00285879,63,0,1664.0,5400.0,8,0,1,0,0.0,8985600.0,0,0,0,0.018361669,601
0.031917087,71,0,0.013997201,5000.0,7,0,0,0,1.0,69.986005,0,0,0,0.0053629144,637
0.004740335,68,0,0.003598561,2500.0,14,0,0,0,0.0,8.9964025,0,0,0,0.20257467,526
0.99980695,33,1,0.12315074,2500.0,6,0,0,0,0.0,307.87685,1,2,1,0.6551656,468
0.219080734,61,1,0.348803012,17000.0,13,0,4,0,2.0,5929.651204000001,1,0,0,0.16226706,534
0.008643207,35,0,0.11775343,9400.0,11,0,1,0,1.0,1106.8822420000001,0,0,0,0.03244991,585
0.350400262,67,0,0.48175912,2000.0,7,0,1,0,1.0,963.51824,0,1,0,0.03111268,586
0.649171984,71,0,0.37350973,13000.0,13,0,3,0,0.0,4855.62649,0,1,0,0.03177219,585
0.261722623,44,0,4348.0,0.0,12,0,2,0,2.0,0.0,0,0,0,0.018017184,602
0.195644928,32,0,0.035327445,6000.0,3,0,0,0,0.0,211.96466999999998,0,0,0,0.07767018,558
0.235754455,60,0,2201.0,5400.0,22,0,0,0,0.0,11885400.0,0,0,0,0.30386588,511
0.04904735,30,0,0.106531694,4148.0,3,0,0,0,0.0,441.89346671199996,0,0,0,0.02239683,596
0.0,87,0,0.13269514,6789.0,3,0,1,0,0.0,900.8673054599999,0,0,0,0.0044200127,643
0.956864808,38,1,0.766116942,2000.0,5,0,1,1,2.0,1532.233884,2,2,0,0.43141928,495
0.501444428,60,0,0.489978779,4240.0,11,0,0,0,0.0,2077.51002296,0,1,0,0.16932786,533
0.745162742,71,1,0.4053449,7146.0,7,0,2,0,1.0,2896.5946554,1,2,0,0.067997225,562
0.095547692,76,1,0.313932981,1700.0,6,0,0,0,0.0,533.6860677,1,0,0,0.1441218,538
0.079114828,48,1,0.760341017,6333.0,14,0,4,0,1.0,4815.239660661,1,0,0,0.13536093,540
0.87234643,58,1,0.201180581,8300.0,14,1,0,0,4.0,1669.7988223,2,2,1,0.41343933,497
0.003214204,59,0,0.059683888,4238.0,5,0,0,0,0.0,252.940317344,0,0,0,0.021808468,596
0.0,31,2,0.331795463,2600.0,3,3,0,0,0.0,862.6682038,5,0,1,0.6722264,466
0.006684601,44,0,0.157145069,6458.0,7,0,1,0,1.0,1014.842855602,0,0,0,0.021528924,597
0.9999999,42,0,0.364377974,4412.0,6,0,2,0,2.0,1607.635621288,0,2,0,0.022029156,596
0.259636698,52,0,1852.0,5400.0,12,0,1,0,2.0,10000800.0,0,0,0,0.02108903,597
0.00591313,81,0,2027.0,5400.0,3,0,1,0,0.0,10945800.0,0,0,0,0.0024330565,660
1.0,34,0,1.107321376,3400.0,7,0,2,0,1.0,3764.8926784,0,2,0,0.16048577,534
0.9999999,39,0,0.908883827,438.0,1,1,0,1,0.0,398.091116226,2,2,1,0.13058183,541
0.377940699,72,0,1.627486438,1105.0,9,0,1,0,0.0,1798.37251399,0,1,1,0.28197354,514
0.08548083,44,0,1.055700156,1920.0,3,0,2,0,2.0,2026.9442995199997,0,0,0,0.02968672,587
1.0,38,2,1.732909974,2676.0,12,0,2,2,0.0,4637.267090424,4,2,1,0.7736933,451
0.00478448,63,0,1223.0,5400.0,17,0,2,0,0.0,6604200.0,0,0,0,0.0077039534,627
0.857978551,55,0,0.473505299,5000.0,9,0,1,0,1.0,2367.526495,0,2,0,0.19219887,528
0.228742911,38,2,3558.0,5400.0,19,0,3,0,2.0,19213200.0,2,0,1,0.33726898,506
0.568756617,41,1,0.191230929,6750.0,10,0,1,1,1.0,1290.80877075,2,1,0,0.15439759,536
0.519925725,40,0,0.591779423,7833.0,5,0,1,0,0.0,4635.408220359,0,1,0,0.13837285,539
0.338961789,52,0,0.442724458,2260.0,7,0,0,0,0.0,1000.55727508,0,1,0,0.08910866,554
0.236610975,56,0,0.418197725,8000.0,13,0,2,0,0.0,3345.5818000000004,0,0,0,0.16228154,534
0.0,65,0,0.267484915,14583.0,7,0,2,0,0.0,3900.732515445,0,0,0,0.01938569,600
0.98655636,27,0,0.208892397,3800.0,6,0,0,0,0.0,793.7911086,0,2,0,0.2761751,514
0.724893983,54,0,0.645919478,4594.0,10,0,1,0,0.0,2967.354081932,0,2,0,0.1759666,531
0.04843156,46,0,0.208135133,10300.0,5,0,1,0,2.0,2143.7918699,0,0,0,0.009372181,621
0.556722164,30,0,0.146991756,5700.0,5,0,0,0,0.0,837.8530092,0,1,0,0.031730212,585
0.298822484,28,2,0.130397788,4700.0,7,0,0,0,0.0,612.8696035999999,2,0,0,0.3150251,509
0.062935194,55,0,0.267654592,5465.0,29,0,1,0,0.0,1462.7323452800001,0,0,0,0.028922418,588
0.034214686,51,0,1.598050244,2666.0,19,0,2,0,0.0,4260.401950504,0,0,0,0.52940273,483
0.05855884,75,1,0.590650939,2288.0,4,0,2,0,0.0,1351.409348432,1,0,0,0.07237738,560
0.158936765,46,0,0.194805195,8700.0,11,0,2,0,1.0,1694.8051965,0,0,0,0.053085536,570
0.9999999,58,0,0.503116478,5133.0,4,0,1,0,0.0,2582.4968815740003,0,2,0,0.057133,568
0.0,41,0,1506.0,5400.0,11,0,1,0,0.0,8132400.0,0,0,0,0.0050140275,639
0.971504148,40,0,0.241536923,7000.0,10,0,0,0,0.0,1690.758461,0,2,0,0.24296555,519
0.304859465,28,3,0.025017373,4316.0,7,0,0,0,0.0,107.974981868,3,1,0,0.23695278,520
0.777181349,36,0,0.213361562,4250.0,8,0,0,0,1.0,906.7866385,0,2,1,0.12923266,542
0.05536308,67,0,0.463901077,5013.0,11,0,2,0,0.0,2325.536099001,0,0,0,0.030949997,586
0.678821412,65,0,0.675332095,7000.0,5,0,2,0,0.0,4727.324665,0,1,0,0.030555122,586
0.932689104,24,0,0.044070877,2200.0,1,1,0,0,0.0,96.9559294,1,2,0,0.79615605,447
0.340937595,44,0,301.0,5400.0,5,0,0,0,0.0,1625400.0,0,1,0,0.058769803,567
0.452058348,32,0,0.358453962,6700.0,12,0,0,0,2.0,2401.6415454000003,0,1,0,0.041198596,577
0.72144362,50,0,0.463117808,12078.0,15,0,2,0,1.0,5593.536885024,0,2,0,0.11295128,546
0.169998271,77,0,0.333166708,8001.0,12,0,2,0,0.0,2665.666830708,0,0,0,0.049926657,572
0.011162278,57,0,0.00241838,9096.0,8,0,0,0,1.0,21.99758448,0,0,0,0.011116151,616
0.079769968,59,0,0.243575953,16733.0,11,0,3,0,0.0,4075.756421549,0,0,0,0.047140885,573
0.0,49,0,285.0,5400.0,2,0,0,0,0.0,1539000.0,0,0,0,0.008619299,624
0.019910226,43,0,0.083144025,2200.0,3,0,0,0,0.0,182.916855,0,0,0,0.050208278,571
0.309538092,43,0,0.258580473,3000.0,3,0,1,0,2.0,775.741419,0,1,0,0.011308346,616
0.044157328,64,0,0.865737593,2941.0,8,0,2,0,0.0,2546.134261013,0,0,0,0.21220028,524
0.322684034,41,0,0.169495466,4300.0,9,0,0,0,0.0,728.8305038000001,0,1,0,0.089350894,554
0.034898837,42,0,0.696422526,8860.0,6,0,2,1,0.0,6170.30358036,1,0,0,0.20478396,526
0.323901069,42,0,1119.0,0.0,15,0,0,0,4.0,0.0,0,1,0,0.019588208,600
0.104629897,55,0,1500.0,5400.0,8,0,1,0,0.0,8100000.0,0,0,0,0.08459031,555
0.104888662,59,1,0.292647365,4800.0,9,0,1,0,2.0,1404.707352,1,0,0,0.07533992,559
0.236275993,45,0,0.110915656,10800.0,14,0,1,0,2.0,1197.8890848,0,0,0,0.048766356,572
0.807249353,56,0,1.351377953,1015.0,7,0,1,0,0.0,1371.648622295,0,2,0,0.38385668,500
0.405567971,66,0,1.114407845,3976.0,22,0,2,0,1.0,4430.88559172,0,1,0,0.039443243,579
0.837953447,35,0,507.0,0.0,3,0,0,0,2.0,0.0,0,2,0,0.0638306,564
0.002985672,61,0,2719.0,5400.0,7,0,1,0,0.0,14682600.0,0,0,0,0.016220303,605
0.037749476,83,0,0.052975144,3982.0,15,0,0,0,0.0,210.947023408,0,0,0,0.0069071013,630
0.553070346,64,0,0.718295036,5700.0,8,0,2,0,1.0,4094.2817052,0,1,0,0.033405066,584
0.208908886,68,6,2.56097561,2500.0,16,0,4,0,0.0,6402.439025,6,0,1,0.48801506,488
0.289077769,31,0,0.193161368,3333.0,8,0,0,0,0.0,643.806839544,0,0,0,0.20539227,526
0.256776844,49,1,4367.0,5400.0,9,1,2,0,0.0,23581800.0,2,0,0,0.91340816,419
0.9999999,39,0,0.043684389,5905.0,1,1,0,0,1.0,257.956317045,1,2,0,0.4563961,492
0.788941838,70,0,0.40585723,8194.0,11,0,1,0,1.0,3325.59414262,0,2,0,0.055447284,568
0.022984389,71,0,0.404606124,3820.0,7,0,1,0,0.0,1545.5953936800001,0,0,0,0.01502116,607
0.155890774,68,0,0.226561026,5300.0,6,0,0,0,1.0,1200.7734378,0,0,0,0.07465902,559
0.9999999,48,1,1788.0,5400.0,4,0,1,0,0.0,9655200.0,1,2,0,0.2533272,518
0.110683794,25,0,0.101113967,3500.0,5,0,0,0,0.0,353.8988845,0,0,0,0.023555549,594
0.377201754,50,1,0.376709797,2704.0,4,0,0,0,2.0,1018.6232910880001,1,1,0,0.14461084,538
0.206307346,67,0,1.120626458,3000.0,9,0,2,0,0.0,3361.879374,0,0,0,0.21697578,524
0.274286446,42,0,0.267497728,7700.0,14,0,1,0,0.0,2059.7325056,0,0,0,0.12347225,543
0.052907426,38,0,0.410797744,6204.0,12,0,1,0,3.0,2548.589203776,0,0,0,0.024217153,593
0.005049748,39,0,0.404933381,5553.0,3,0,1,0,0.0,2248.595064693,0,0,0,0.13118282,541
0.028705207,63,0,36.0,5400.0,4,0,0,0,0.0,194400.0,0,0,0,0.019705892,599
0.01320593,43,0,12.0,5400.0,3,0,0,0,0.0,64800.0,0,0,0,0.055786066,568
0.012810461,73,0,1411.0,5400.0,14,0,1,0,0.0,7619400.0,0,0,0,0.004101125,645
0.021483774,56,0,0.299670969,3950.0,10,0,1,0,0.0,1183.70032755,0,0,0,0.0297198,587
0.9999999,56,0,0.195019291,2850.0,2,2,0,2,1.0,555.80497935,4,2,0,0.27468807,515
0.630901661,73,0,0.047400612,4577.0,3,0,0,0,0.0,216.952601124,0,1,0,0.024017015,594
0.9999999,24,0,0.0,0.0,2,0,0,0,0.0,0.0,0,2,0,0.19237208,528
0.048748034,59,0,0.190054816,12769.0,5,0,1,0,0.0,2426.8099455039996,0,0,0,0.005616632,636
0.200160217,67,0,0.264785676,7371.0,6,0,2,0,0.0,1951.7352177960001,0,0,0,0.027247021,590
0.029369131,47,0,1.442622951,2500.0,8,0,2,0,0.0,3606.5573775,0,0,0,0.13157177,541
0.410911818,81,0,0.274338403,8350.0,6,0,3,0,1.0,2290.72566505,0,1,0,0.007656794,627
0.9999999,48,5,0.124276501,12093.0,5,1,1,0,2.0,1502.875726593,6,2,1,0.6607335,467
0.060643492,43,0,0.252329091,7620.0,4,0,1,0,2.0,1922.74767342,0,0,0,0.010869606,617
0.204179052,61,0,0.356464354,10000.0,22,0,1,0,5.0,3564.64354,0,0,0,0.045074873,575
0.152307815,31,0,0.237523992,4167.0,4,0,1,0,0.0,989.7624746639999,0,0,0,0.022319626,596
0.008301945,56,0,0.278272173,10000.0,16,0,1,0,3.0,2782.72173,0,0,0,0.009536155,621
0.083860729,33,0,7028.0,5400.0,7,0,4,0,0.0,26384400.0,0,0,1,0.18265131,530
0.163042162,68,0,0.419746174,10715.0,8,1,2,0,0.0,4497.580254410001,1,0,0,0.2024602,526
0.9999999,38,1,0.386823891,3900.0,3,1,1,2,2.0,1508.6131748999999,4,2,1,0.7734335,451
0.000414727,55,0,0.750590618,5925.0,6,0,3,0,0.0,4447.24941165,0,0,0,0.031671934,585
0.002952287,46,0,0.303913168,3500.0,7,0,1,0,3.0,1063.6960880000001,0,0,0,0.0082136355,625
0.455392763,62,0,0.462395094,12391.0,12,0,3,0,0.0,5729.537609754,0,1,0,0.032416876,585
0.9999999,49,0,0.112720403,3175.0,2,0,0,0,2.0,357.887279525,0,2,0,0.15578428,535
0.131156284,58,0,0.4801263,5383.0,14,0,2,0,0.0,2584.5198729,0,0,0,0.07031177,561
0.0,58,0,1347.0,5400.0,18,0,2,0,0.0,7273800.0,0,0,0,0.0026879418,657
0.111987046,42,0,0.063072776,3709.0,10,0,0,0,0.0,233.936926184,0,0,0,0.13912357,539
0.275897095,55,0,0.443777854,5833.0,20,0,1,0,0.0,2588.556222382,0,0,0,0.10815599,547
0.247127972,69,1,193.0,5400.0,9,0,0,0,0.0,1042200.0,1,0,0,0.24377206,519
0.014809658,78,0,341.0,5400.0,6,0,0,0,0.0,1841400.0,0,0,0,0.006055114,634
0.853517878,49,3,0.01398286,6650.0,4,0,0,1,0.0,92.986019,4,2,0,0.4211195,496
0.9999999,49,0,0.39734448,4066.0,5,0,1,0,0.0,1615.60265568,0,2,0,0.05229237,570
0.156745685,82,0,0.232024477,1960.0,11,0,0,0,0.0,454.76797492000003,0,0,0,0.050697163,571
0.587227518,57,0,0.634268259,3600.0,10,0,1,0,0.0,2283.3657323999996,0,1,0,0.13281709,541
0.085806042,76,0,0.034727703,3800.0,6,0,0,0,1.0,131.9652714,0,0,0,0.010594684,618
0.137322388,42,0,0.489766082,6155.0,15,0,2,0,3.0,3014.51023471,0,0,0,0.050332695,571
0.077196569,54,0,0.289004458,4037.0,2,0,1,0,3.0,1166.710996946,0,0,0,0.014195468,609
0.005975464,61,0,1651.0,5400.0,8,0,1,0,0.0,8915400.0,0,0,0,0.02698876,590
0.347305389,67,0,0.000749963,6666.0,2,0,0,0,0.0,4.999253358,0,1,0,0.1954411,527
0.9999999,29,0,0.0,2040.0,0,0,0,0,6.0,0.0,0,2,0,0.14716212,537
